claim_id,claim_date,claim_amount,claim_type,policy_id,description
6288,2024-02-23 15:00,234,flood,1913,Basement flooded after storm
6289,2024-02-23 16:00,12701,fire,1418,Fire damage in kitchen
6290,2024-02-23 17:00,4071,flood,1472,Electrical fire in bedroom
6291,2024-02-23 18:00,21446,theft,1467,Fire damage in kitchen
6292,2024-02-23 19:00,3009,collision,1241,Car vandalism report
6293,2024-02-23 20:00,3247,liability,1202,Stolen bike reported
6294,2024-02-23 21:00,831,flood,1500,Injury due to slippery floor
6295,2024-02-23 22:00,6273,theft,1345,Water leak from roof
6296,2024-02-23 23:00,6173,theft,1117,Injury due to slippery floor
6297,2024-02-24 00:00,1676,liability,1341,Electrical fire in bedroom
6298,2024-02-24 01:00,10451,collision,1038,Basement flooded after storm
6299,2024-02-24 02:00,1672,collision,1764,Fire damage in kitchen
6300,2024-02-24 03:00,1720,liability,1973,Electrical fire in bedroom
6301,2024-02-24 04:00,8274,flood,1102,Minor collision on street
6302,2024-02-24 05:00,817,flood,1605,Stolen bike reported
6303,2024-02-24 06:00,1516,theft,1914,Fire damage in kitchen
6304,2024-02-24 07:00,2198,theft,1903,Stolen bike reported
6305,2024-02-24 08:00,7,collision,1007,Basement flooded after storm
6306,2024-02-24 09:00,56,fire,1561,Minor collision on street
6307,2024-02-24 10:00,2480,liability,1543,Water leak from roof
6308,2024-02-24 11:00,1624,flood,1298,Basement flooded after storm
6309,2024-02-24 12:00,3516,theft,1610,Basement flooded after storm
6310,2024-02-24 13:00,3292,fire,1165,Basement flooded after storm
6311,2024-02-24 14:00,2809,flood,1277,Car vandalism report
6312,2024-02-24 15:00,902,collision,1273,Basement flooded after storm
6313,2024-02-24 16:00,5440,theft,1014,Electrical fire in bedroom
6314,2024-02-24 17:00,7220,collision,1047,Water leak from roof
6315,2024-02-24 18:00,555,fire,1533,Minor collision on street
6316,2024-02-24 19:00,10925,fire,1186,Basement flooded after storm
6317,2024-02-24 20:00,575,fire,1053,Injury due to slippery floor
6318,2024-02-24 21:00,1077,fire,1167,Electrical fire in bedroom
6319,2024-02-24 22:00,281,flood,1165,Minor collision on street
6320,2024-02-24 23:00,1735,fire,1386,Water leak from roof
6321,2024-02-25 00:00,1655,liability,1812,Water leak from roof
6322,2024-02-25 01:00,4592,theft,1222,Electrical fire in bedroom
6323,2024-02-25 02:00,10555,fire,1672,Stolen bike reported
6324,2024-02-25 03:00,1597,theft,1085,Basement flooded after storm
6325,2024-02-25 04:00,3322,flood,1300,Basement flooded after storm
6326,2024-02-25 05:00,4671,theft,1199,Fire damage in kitchen
6327,2024-02-25 06:00,3700,theft,1486,Basement flooded after storm
6328,2024-02-25 07:00,9920,theft,1390,Car vandalism report
6329,2024-02-25 08:00,10,theft,1123,Injury due to slippery floor
6330,2024-02-25 09:00,1585,collision,1158,Water leak from roof
6331,2024-02-25 10:00,2157,theft,1485,Car vandalism report
6332,2024-02-25 11:00,10173,theft,1476,Car vandalism report
6333,2024-02-25 12:00,1001,liability,1211,Electrical fire in bedroom
6334,2024-02-25 13:00,3959,fire,1463,Injury due to slippery floor
6335,2024-02-25 14:00,8911,theft,1294,Injury due to slippery floor
6336,2024-02-25 15:00,4351,fire,1874,Injury due to slippery floor
6337,2024-02-25 16:00,6228,liability,1292,Fire damage in kitchen
6338,2024-02-25 17:00,7877,flood,1004,Stolen bike reported
6339,2024-02-25 18:00,2861,theft,1800,Water leak from roof
6340,2024-02-25 19:00,627,flood,1623,Basement flooded after storm
6341,2024-02-25 20:00,7745,theft,1614,Fire damage in kitchen
6342,2024-02-25 21:00,739,flood,1990,Minor collision on street
6343,2024-02-25 22:00,2033,liability,1410,Basement flooded after storm
6344,2024-02-25 23:00,6775,theft,1030,Basement flooded after storm
6345,2024-02-26 00:00,10439,flood,1727,Injury due to slippery floor
6346,2024-02-26 01:00,2250,theft,1553,Minor collision on street
6347,2024-02-26 02:00,10200,flood,1789,Fire damage in kitchen
6348,2024-02-26 03:00,433,flood,1202,Water leak from roof
6349,2024-02-26 04:00,2238,flood,1241,Fire damage in kitchen
6350,2024-02-26 05:00,6685,fire,1548,Water leak from roof
6351,2024-02-26 06:00,10967,flood,1083,Injury due to slippery floor
6352,2024-02-26 07:00,3904,collision,1875,Electrical fire in bedroom
6353,2024-02-26 08:00,3120,collision,1230,Water leak from roof
6354,2024-02-26 09:00,10182,collision,1412,Water leak from roof
6355,2024-02-26 10:00,498,theft,1771,Stolen bike reported
6356,2024-02-26 11:00,11366,collision,1003,Stolen bike reported
6357,2024-02-26 12:00,5757,flood,1991,Fire damage in kitchen
6358,2024-02-26 13:00,11044,liability,1622,Stolen bike reported
6359,2024-02-26 14:00,7140,flood,1728,Injury due to slippery floor
6360,2024-02-26 15:00,217,theft,1909,Fire damage in kitchen
6361,2024-02-26 16:00,6632,collision,1638,Injury due to slippery floor
6362,2024-02-26 17:00,3106,theft,1175,Water leak from roof
6363,2024-02-26 18:00,2745,liability,1123,Injury due to slippery floor
6364,2024-02-26 19:00,252,flood,1066,Minor collision on street
6365,2024-02-26 20:00,3316,collision,1956,Stolen bike reported
6366,2024-02-26 21:00,1809,collision,1933,Electrical fire in bedroom
6367,2024-02-26 22:00,648,fire,1327,Basement flooded after storm
6368,2024-02-26 23:00,13582,collision,1629,Car vandalism report
6369,2024-02-27 00:00,2272,liability,1652,Car vandalism report
6370,2024-02-27 01:00,3327,liability,1981,Stolen bike reported
6371,2024-02-27 02:00,915,flood,1477,Car vandalism report
6372,2024-02-27 03:00,7592,fire,1079,Car vandalism report
6373,2024-02-27 04:00,2854,flood,1388,Basement flooded after storm
6374,2024-02-27 05:00,12490,theft,1479,Fire damage in kitchen
6375,2024-02-27 06:00,4373,liability,1559,Electrical fire in bedroom
6376,2024-02-27 07:00,11908,liability,1095,Stolen bike reported
6377,2024-02-27 08:00,925,collision,1816,Stolen bike reported
6378,2024-02-27 09:00,1071,collision,1858,Electrical fire in bedroom
6379,2024-02-27 10:00,2150,theft,1225,Basement flooded after storm
6380,2024-02-27 11:00,1055,liability,1669,Fire damage in kitchen
6381,2024-02-27 12:00,8349,theft,1257,Minor collision on street
6382,2024-02-27 13:00,8421,flood,1063,Electrical fire in bedroom
6383,2024-02-27 14:00,1506,theft,1207,Fire damage in kitchen
6384,2024-02-27 15:00,553,flood,1435,Car vandalism report
6385,2024-02-27 16:00,3060,flood,1954,Minor collision on street
6386,2024-02-27 17:00,1517,theft,1428,Car vandalism report
6387,2024-02-27 18:00,1504,flood,1557,Fire damage in kitchen
6388,2024-02-27 19:00,2948,liability,1897,Car vandalism report
6389,2024-02-27 20:00,3498,fire,1071,Stolen bike reported
6390,2024-02-27 21:00,11055,liability,1516,Injury due to slippery floor
6391,2024-02-27 22:00,15375,fire,1456,Water leak from roof
6392,2024-02-27 23:00,3398,flood,1005,Basement flooded after storm
6393,2024-02-28 00:00,7516,flood,1659,Injury due to slippery floor
6394,2024-02-28 01:00,1419,flood,1228,Water leak from roof
6395,2024-02-28 02:00,3792,fire,1998,Stolen bike reported
6396,2024-02-28 03:00,2833,theft,1649,Fire damage in kitchen
6397,2024-02-28 04:00,4993,collision,1363,Electrical fire in bedroom
6398,2024-02-28 05:00,3006,flood,1431,Injury due to slippery floor
6399,2024-02-28 06:00,1666,fire,1403,Injury due to slippery floor
6400,2024-02-28 07:00,9575,liability,1295,Electrical fire in bedroom
6401,2024-02-28 08:00,520,liability,1212,Minor collision on street
6402,2024-02-28 09:00,4190,fire,1013,Water leak from roof
6403,2024-02-28 10:00,15369,theft,1962,Minor collision on street
6404,2024-02-28 11:00,1199,theft,1916,Injury due to slippery floor
6405,2024-02-28 12:00,11976,liability,1021,Car vandalism report
6406,2024-02-28 13:00,7108,liability,1116,Minor collision on street
6407,2024-02-28 14:00,7952,liability,1600,Car vandalism report
6408,2024-02-28 15:00,828,theft,1869,Basement flooded after storm
6409,2024-02-28 16:00,413,theft,1098,Basement flooded after storm
6410,2024-02-28 17:00,1706,collision,1699,Car vandalism report
6411,2024-02-28 18:00,2628,theft,1628,Electrical fire in bedroom
6412,2024-02-28 19:00,777,theft,1313,Fire damage in kitchen
6413,2024-02-28 20:00,14462,collision,1128,Stolen bike reported
6414,2024-02-28 21:00,5769,fire,1019,Fire damage in kitchen
6415,2024-02-28 22:00,39168,fire,1152,Injury due to slippery floor
6416,2024-02-28 23:00,14855,flood,1728,Basement flooded after storm
6417,2024-02-29 00:00,3349,flood,1199,Electrical fire in bedroom
6418,2024-02-29 01:00,362,collision,1870,Water leak from roof
6419,2024-02-29 02:00,11514,flood,1549,Injury due to slippery floor
6420,2024-02-29 03:00,7366,collision,1537,Minor collision on street
6421,2024-02-29 04:00,3751,liability,1977,Electrical fire in bedroom
6422,2024-02-29 05:00,9701,fire,1168,Minor collision on street
6423,2024-02-29 06:00,2400,collision,1910,Injury due to slippery floor
6424,2024-02-29 07:00,23328,fire,1623,Fire damage in kitchen
6425,2024-02-29 08:00,3437,flood,1413,Electrical fire in bedroom
6426,2024-02-29 09:00,6392,theft,1330,Electrical fire in bedroom
6427,2024-02-29 10:00,7082,flood,1048,Car vandalism report
6428,2024-02-29 11:00,5529,fire,1568,Basement flooded after storm
6429,2024-02-29 12:00,4023,fire,1575,Electrical fire in bedroom
6430,2024-02-29 13:00,7397,theft,1343,Injury due to slippery floor
6431,2024-02-29 14:00,2350,collision,1982,Electrical fire in bedroom
6432,2024-02-29 15:00,2855,theft,1575,Car vandalism report
6433,2024-02-29 16:00,2126,collision,1656,Stolen bike reported
6434,2024-02-29 17:00,3625,flood,1060,Stolen bike reported
6435,2024-02-29 18:00,2373,liability,1926,Car vandalism report
6436,2024-02-29 19:00,3324,flood,1228,Minor collision on street
6437,2024-02-29 20:00,10994,theft,1737,Stolen bike reported
6438,2024-02-29 21:00,5554,liability,1420,Stolen bike reported
6439,2024-02-29 22:00,17457,fire,1969,Electrical fire in bedroom
6440,2024-02-29 23:00,712,fire,1591,Minor collision on street
6441,2024-03-01 00:00,9339,theft,1932,Fire damage in kitchen
6442,2024-03-01 01:00,3806,liability,1001,Fire damage in kitchen
6443,2024-03-01 02:00,13173,collision,1869,Injury due to slippery floor
6444,2024-03-01 03:00,2117,flood,1297,Basement flooded after storm
6445,2024-03-01 04:00,5443,fire,1548,Stolen bike reported
6446,2024-03-01 05:00,757,theft,1495,Stolen bike reported
6447,2024-03-01 06:00,6550,liability,1721,Basement flooded after storm
6448,2024-03-01 07:00,12449,liability,1796,Fire damage in kitchen
6449,2024-03-01 08:00,4929,collision,1660,Fire damage in kitchen
6450,2024-03-01 09:00,12259,flood,1598,Fire damage in kitchen
6451,2024-03-01 10:00,16193,fire,1231,Minor collision on street
6452,2024-03-01 11:00,8059,fire,1740,Electrical fire in bedroom
6453,2024-03-01 12:00,5552,theft,1973,Injury due to slippery floor
6454,2024-03-01 13:00,10028,collision,1217,Electrical fire in bedroom
6455,2024-03-01 14:00,7121,fire,1199,Basement flooded after storm
6456,2024-03-01 15:00,15395,collision,1993,Fire damage in kitchen
6457,2024-03-01 16:00,10384,collision,1191,Car vandalism report
6458,2024-03-01 17:00,522,liability,1583,Injury due to slippery floor
6459,2024-03-01 18:00,3277,collision,1196,Car vandalism report
6460,2024-03-01 19:00,4665,collision,1687,Fire damage in kitchen
6461,2024-03-01 20:00,11514,flood,1805,Water leak from roof
6462,2024-03-01 21:00,9,collision,1942,Fire damage in kitchen
6463,2024-03-01 22:00,4741,fire,1629,Water leak from roof
6464,2024-03-01 23:00,297,fire,1016,Stolen bike reported
6465,2024-03-02 00:00,1436,theft,1650,Injury due to slippery floor
6466,2024-03-02 01:00,4515,theft,1376,Injury due to slippery floor
6467,2024-03-02 02:00,4564,theft,1472,Electrical fire in bedroom
6468,2024-03-02 03:00,8691,liability,1883,Electrical fire in bedroom
6469,2024-03-02 04:00,8650,liability,1336,Minor collision on street
6470,2024-03-02 05:00,3070,liability,1920,Water leak from roof
6471,2024-03-02 06:00,2209,theft,1087,Fire damage in kitchen
6472,2024-03-02 07:00,5900,theft,1312,Fire damage in kitchen
6473,2024-03-02 08:00,3631,theft,1591,Minor collision on street
6474,2024-03-02 09:00,2907,liability,1909,Stolen bike reported
6475,2024-03-02 10:00,8060,fire,1390,Water leak from roof
6476,2024-03-02 11:00,8299,fire,1542,Water leak from roof
6477,2024-03-02 12:00,12454,flood,1118,Fire damage in kitchen
6478,2024-03-02 13:00,6420,theft,1900,Basement flooded after storm
6479,2024-03-02 14:00,1493,liability,1434,Basement flooded after storm
6480,2024-03-02 15:00,185,theft,1671,Fire damage in kitchen
6481,2024-03-02 16:00,607,liability,1972,Car vandalism report
6482,2024-03-02 17:00,1034,flood,1479,Fire damage in kitchen
6483,2024-03-02 18:00,21430,collision,1511,Stolen bike reported
6484,2024-03-02 19:00,11534,liability,1196,Car vandalism report
6485,2024-03-02 20:00,10958,fire,1302,Injury due to slippery floor
6486,2024-03-02 21:00,3560,theft,1708,Stolen bike reported
6487,2024-03-02 22:00,1782,collision,1617,Minor collision on street
6488,2024-03-02 23:00,7924,theft,1993,Stolen bike reported
6489,2024-03-03 00:00,15687,fire,1695,Car vandalism report
6490,2024-03-03 01:00,1663,theft,1901,Injury due to slippery floor
6491,2024-03-03 02:00,10814,theft,1113,Electrical fire in bedroom
6492,2024-03-03 03:00,15686,fire,1582,Stolen bike reported
6493,2024-03-03 04:00,1773,liability,1471,Stolen bike reported
6494,2024-03-03 05:00,7722,fire,1002,Basement flooded after storm
6495,2024-03-03 06:00,18716,liability,1729,Injury due to slippery floor
6496,2024-03-03 07:00,3578,theft,1035,Car vandalism report
6497,2024-03-03 08:00,10840,theft,1634,Basement flooded after storm
6498,2024-03-03 09:00,2377,collision,1458,Stolen bike reported
6499,2024-03-03 10:00,1878,fire,1758,Electrical fire in bedroom
6500,2024-03-03 11:00,10311,fire,1339,Minor collision on street
6501,2024-03-03 12:00,29346,liability,1762,Car vandalism report
6502,2024-03-03 13:00,3669,collision,1823,Electrical fire in bedroom
6503,2024-03-03 14:00,799,collision,1939,Stolen bike reported
6504,2024-03-03 15:00,4078,liability,1030,Minor collision on street
6505,2024-03-03 16:00,6817,theft,1812,Minor collision on street
6506,2024-03-03 17:00,3298,fire,1322,Fire damage in kitchen
6507,2024-03-03 18:00,11317,liability,1858,Basement flooded after storm
6508,2024-03-03 19:00,1533,collision,1483,Water leak from roof
6509,2024-03-03 20:00,2366,fire,1657,Injury due to slippery floor
6510,2024-03-03 21:00,3638,theft,1895,Basement flooded after storm
6511,2024-03-03 22:00,3546,fire,1971,Water leak from roof
6512,2024-03-03 23:00,6006,fire,1774,Water leak from roof
6513,2024-03-04 00:00,557,flood,1036,Car vandalism report
6514,2024-03-04 01:00,4701,theft,1879,Basement flooded after storm
6515,2024-03-04 02:00,7592,fire,1265,Fire damage in kitchen
6516,2024-03-04 03:00,22437,flood,1234,Car vandalism report
6517,2024-03-04 04:00,238,fire,1979,Stolen bike reported
6518,2024-03-04 05:00,11880,theft,1888,Car vandalism report
6519,2024-03-04 06:00,325,liability,1159,Car vandalism report
6520,2024-03-04 07:00,697,liability,1982,Water leak from roof
6521,2024-03-04 08:00,2891,fire,1347,Electrical fire in bedroom
6522,2024-03-04 09:00,235,theft,1935,Injury due to slippery floor
6523,2024-03-04 10:00,10063,liability,1417,Electrical fire in bedroom
6524,2024-03-04 11:00,1187,fire,1784,Basement flooded after storm
6525,2024-03-04 12:00,3622,fire,1084,Fire damage in kitchen
6526,2024-03-04 13:00,7829,theft,1346,Fire damage in kitchen
6527,2024-03-04 14:00,1577,theft,1147,Minor collision on street
6528,2024-03-04 15:00,190,fire,1603,Water leak from roof
6529,2024-03-04 16:00,2658,liability,1644,Car vandalism report
6530,2024-03-04 17:00,8895,collision,1441,Water leak from roof
6531,2024-03-04 18:00,899,flood,1718,Basement flooded after storm
6532,2024-03-04 19:00,8280,liability,1507,Car vandalism report
6533,2024-03-04 20:00,570,liability,1020,Injury due to slippery floor
6534,2024-03-04 21:00,1445,flood,1210,Electrical fire in bedroom
6535,2024-03-04 22:00,6098,theft,1241,Minor collision on street
6536,2024-03-04 23:00,8505,collision,1822,Water leak from roof
6537,2024-03-05 00:00,1827,flood,1378,Water leak from roof
6538,2024-03-05 01:00,13591,collision,1740,Stolen bike reported
6539,2024-03-05 02:00,8053,collision,1313,Stolen bike reported
6540,2024-03-05 03:00,7914,collision,1833,Minor collision on street
6541,2024-03-05 04:00,8985,fire,1335,Electrical fire in bedroom
6542,2024-03-05 05:00,19493,collision,1404,Electrical fire in bedroom
6543,2024-03-05 06:00,422,flood,1818,Injury due to slippery floor
6544,2024-03-05 07:00,6412,fire,1062,Minor collision on street
6545,2024-03-05 08:00,28084,fire,1583,Electrical fire in bedroom
6546,2024-03-05 09:00,2761,liability,1059,Injury due to slippery floor
6547,2024-03-05 10:00,1351,collision,1169,Injury due to slippery floor
6548,2024-03-05 11:00,4857,fire,1726,Water leak from roof
6549,2024-03-05 12:00,8236,collision,1128,Car vandalism report
6550,2024-03-05 13:00,325,theft,1227,Stolen bike reported
6551,2024-03-05 14:00,2810,collision,1795,Stolen bike reported
6552,2024-03-05 15:00,5049,liability,1529,Car vandalism report
6553,2024-03-05 16:00,2385,collision,1279,Water leak from roof
6554,2024-03-05 17:00,7828,fire,1828,Fire damage in kitchen
6555,2024-03-05 18:00,602,fire,1328,Basement flooded after storm
6556,2024-03-05 19:00,13609,liability,1490,Basement flooded after storm
6557,2024-03-05 20:00,1790,liability,1866,Basement flooded after storm
6558,2024-03-05 21:00,953,theft,1549,Car vandalism report
6559,2024-03-05 22:00,12226,flood,1583,Stolen bike reported
6560,2024-03-05 23:00,1023,fire,1714,Water leak from roof
6561,2024-03-06 00:00,22203,flood,1256,Basement flooded after storm
6562,2024-03-06 01:00,10804,fire,1665,Minor collision on street
6563,2024-03-06 02:00,1767,flood,1826,Car vandalism report
6564,2024-03-06 03:00,10896,collision,1342,Car vandalism report
6565,2024-03-06 04:00,7979,collision,1486,Electrical fire in bedroom
6566,2024-03-06 05:00,6994,flood,1129,Car vandalism report
6567,2024-03-06 06:00,9443,liability,1063,Car vandalism report
6568,2024-03-06 07:00,16202,fire,1958,Car vandalism report
6569,2024-03-06 08:00,464,liability,1918,Minor collision on street
6570,2024-03-06 09:00,152,fire,1797,Basement flooded after storm
6571,2024-03-06 10:00,1990,flood,1039,Car vandalism report
6572,2024-03-06 11:00,7597,flood,1771,Car vandalism report
6573,2024-03-06 12:00,2875,collision,1989,Water leak from roof
6574,2024-03-06 13:00,9006,collision,1988,Basement flooded after storm
6575,2024-03-06 14:00,3824,collision,1622,Water leak from roof
6576,2024-03-06 15:00,6225,theft,1872,Fire damage in kitchen
6577,2024-03-06 16:00,4741,fire,1679,Minor collision on street
6578,2024-03-06 17:00,3071,flood,1689,Basement flooded after storm
6579,2024-03-06 18:00,919,flood,1943,Car vandalism report
6580,2024-03-06 19:00,3346,flood,1959,Stolen bike reported
6581,2024-03-06 20:00,6513,collision,1564,Injury due to slippery floor
6582,2024-03-06 21:00,3082,liability,1657,Water leak from roof
6583,2024-03-06 22:00,465,theft,1886,Water leak from roof
6584,2024-03-06 23:00,1962,fire,1134,Stolen bike reported
6585,2024-03-07 00:00,16454,liability,1351,Basement flooded after storm
6586,2024-03-07 01:00,6649,collision,1135,Electrical fire in bedroom
6587,2024-03-07 02:00,5105,fire,1422,Stolen bike reported
6588,2024-03-07 03:00,1054,fire,1002,Electrical fire in bedroom
6589,2024-03-07 04:00,4019,theft,1096,Fire damage in kitchen
6590,2024-03-07 05:00,408,liability,1442,Minor collision on street
6591,2024-03-07 06:00,244,collision,1334,Car vandalism report
6592,2024-03-07 07:00,335,theft,1300,Electrical fire in bedroom
6593,2024-03-07 08:00,4585,theft,1610,Stolen bike reported
6594,2024-03-07 09:00,4171,liability,1961,Injury due to slippery floor
6595,2024-03-07 10:00,4617,flood,1365,Water leak from roof
6596,2024-03-07 11:00,4355,collision,1675,Fire damage in kitchen
6597,2024-03-07 12:00,12135,collision,1307,Injury due to slippery floor
6598,2024-03-07 13:00,3041,fire,1184,Electrical fire in bedroom
6599,2024-03-07 14:00,8779,theft,1398,Injury due to slippery floor
6600,2024-03-07 15:00,4704,flood,1705,Water leak from roof
6601,2024-03-07 16:00,3466,theft,1122,Stolen bike reported
6602,2024-03-07 17:00,3144,flood,1187,Fire damage in kitchen
6603,2024-03-07 18:00,5340,collision,1545,Basement flooded after storm
6604,2024-03-07 19:00,2365,flood,1853,Basement flooded after storm
6605,2024-03-07 20:00,6322,liability,1541,Minor collision on street
6606,2024-03-07 21:00,769,liability,1154,Injury due to slippery floor
6607,2024-03-07 22:00,1369,flood,1963,Electrical fire in bedroom
6608,2024-03-07 23:00,12437,theft,1881,Minor collision on street
6609,2024-03-08 00:00,3191,liability,1891,Basement flooded after storm
6610,2024-03-08 01:00,13126,liability,1079,Car vandalism report
6611,2024-03-08 02:00,2253,theft,1438,Electrical fire in bedroom
6612,2024-03-08 03:00,9424,flood,1392,Car vandalism report
6613,2024-03-08 04:00,26869,fire,1317,Water leak from roof
6614,2024-03-08 05:00,17205,fire,1793,Car vandalism report
6615,2024-03-08 06:00,11120,theft,1726,Stolen bike reported
6616,2024-03-08 07:00,8253,flood,1188,Minor collision on street
6617,2024-03-08 08:00,4480,fire,1831,Fire damage in kitchen
6618,2024-03-08 09:00,1578,liability,1994,Injury due to slippery floor
6619,2024-03-08 10:00,722,fire,1469,Electrical fire in bedroom
6620,2024-03-08 11:00,2495,flood,1870,Minor collision on street
6621,2024-03-08 12:00,4532,fire,1675,Injury due to slippery floor
6622,2024-03-08 13:00,5254,flood,1231,Basement flooded after storm
6623,2024-03-08 14:00,5972,flood,1444,Fire damage in kitchen
6624,2024-03-08 15:00,5185,theft,1991,Car vandalism report
6625,2024-03-08 16:00,1715,liability,1629,Car vandalism report
6626,2024-03-08 17:00,10391,theft,1886,Car vandalism report
6627,2024-03-08 18:00,2805,theft,1569,Stolen bike reported
6628,2024-03-08 19:00,7053,theft,1570,Stolen bike reported
6629,2024-03-08 20:00,5424,flood,1698,Electrical fire in bedroom
6630,2024-03-08 21:00,1183,collision,1409,Electrical fire in bedroom
6631,2024-03-08 22:00,1515,flood,1915,Injury due to slippery floor
6632,2024-03-08 23:00,9056,theft,1183,Injury due to slippery floor
6633,2024-03-09 00:00,911,flood,1487,Stolen bike reported
6634,2024-03-09 01:00,2018,fire,1748,Injury due to slippery floor
6635,2024-03-09 02:00,46,fire,1306,Fire damage in kitchen
6636,2024-03-09 03:00,1640,liability,1639,Fire damage in kitchen
6637,2024-03-09 04:00,3933,flood,1906,Car vandalism report
6638,2024-03-09 05:00,21648,fire,1383,Minor collision on street
6639,2024-03-09 06:00,18636,collision,1701,Car vandalism report
6640,2024-03-09 07:00,517,theft,1759,Minor collision on street
6641,2024-03-09 08:00,3042,liability,1086,Car vandalism report
6642,2024-03-09 09:00,206,liability,1516,Car vandalism report
6643,2024-03-09 10:00,3778,fire,1759,Minor collision on street
6644,2024-03-09 11:00,12395,fire,1780,Minor collision on street
6645,2024-03-09 12:00,338,theft,1810,Basement flooded after storm
6646,2024-03-09 13:00,2231,fire,1408,Minor collision on street
6647,2024-03-09 14:00,5283,flood,1573,Minor collision on street
6648,2024-03-09 15:00,8061,flood,1205,Basement flooded after storm
6649,2024-03-09 16:00,5293,flood,1953,Water leak from roof
6650,2024-03-09 17:00,10497,liability,1177,Injury due to slippery floor
6651,2024-03-09 18:00,3412,liability,1545,Fire damage in kitchen
6652,2024-03-09 19:00,1692,liability,1979,Stolen bike reported
6653,2024-03-09 20:00,8874,liability,1923,Electrical fire in bedroom
6654,2024-03-09 21:00,15173,collision,1368,Stolen bike reported
6655,2024-03-09 22:00,10833,flood,1714,Electrical fire in bedroom
6656,2024-03-09 23:00,4754,theft,1359,Stolen bike reported
6657,2024-03-10 00:00,4524,liability,1984,Minor collision on street
6658,2024-03-10 01:00,3037,fire,1492,Injury due to slippery floor
6659,2024-03-10 02:00,2291,liability,1924,Basement flooded after storm
6660,2024-03-10 03:00,7392,theft,1263,Car vandalism report
6661,2024-03-10 04:00,4430,theft,1401,Injury due to slippery floor
6662,2024-03-10 05:00,4033,fire,1699,Car vandalism report
6663,2024-03-10 06:00,367,flood,1667,Electrical fire in bedroom
6664,2024-03-10 07:00,3970,fire,1773,Water leak from roof
6665,2024-03-10 08:00,13006,liability,1756,Stolen bike reported
6666,2024-03-10 09:00,4823,liability,1859,Injury due to slippery floor
6667,2024-03-10 10:00,8086,flood,1111,Basement flooded after storm
6668,2024-03-10 11:00,2787,collision,1156,Electrical fire in bedroom
6669,2024-03-10 12:00,3944,fire,1142,Electrical fire in bedroom
6670,2024-03-10 13:00,1721,flood,1932,Electrical fire in bedroom
6671,2024-03-10 14:00,9337,collision,1593,Water leak from roof
6672,2024-03-10 15:00,4244,fire,1050,Injury due to slippery floor
6673,2024-03-10 16:00,13,liability,1649,Basement flooded after storm
6674,2024-03-10 17:00,6527,flood,1178,Stolen bike reported
6675,2024-03-10 18:00,29593,fire,1521,Electrical fire in bedroom
6676,2024-03-10 19:00,6404,fire,1607,Water leak from roof
6677,2024-03-10 20:00,1200,fire,1118,Water leak from roof
6678,2024-03-10 21:00,766,fire,1094,Minor collision on street
6679,2024-03-10 22:00,19686,liability,1108,Stolen bike reported
6680,2024-03-10 23:00,8161,theft,1444,Water leak from roof
6681,2024-03-11 00:00,2960,flood,1966,Fire damage in kitchen
6682,2024-03-11 01:00,3983,fire,1895,Car vandalism report
6683,2024-03-11 02:00,5954,flood,1691,Stolen bike reported
6684,2024-03-11 03:00,3815,fire,1895,Minor collision on street
6685,2024-03-11 04:00,15167,liability,1802,Fire damage in kitchen
6686,2024-03-11 05:00,3205,fire,1536,Basement flooded after storm
6687,2024-03-11 06:00,233,theft,1047,Injury due to slippery floor
6688,2024-03-11 07:00,7676,liability,1531,Minor collision on street
6689,2024-03-11 08:00,9412,flood,1903,Basement flooded after storm
6690,2024-03-11 09:00,759,flood,1553,Fire damage in kitchen
6691,2024-03-11 10:00,674,flood,1432,Basement flooded after storm
6692,2024-03-11 11:00,2766,theft,1059,Minor collision on street
6693,2024-03-11 12:00,909,theft,1736,Stolen bike reported
6694,2024-03-11 13:00,7219,liability,1145,Fire damage in kitchen
6695,2024-03-11 14:00,7169,collision,1242,Basement flooded after storm
6696,2024-03-11 15:00,9271,theft,1614,Electrical fire in bedroom
6697,2024-03-11 16:00,1671,fire,1555,Fire damage in kitchen
6698,2024-03-11 17:00,1580,collision,1601,Car vandalism report
6699,2024-03-11 18:00,6626,collision,1586,Stolen bike reported
6700,2024-03-11 19:00,7065,theft,1078,Car vandalism report
6701,2024-03-11 20:00,2100,liability,1898,Car vandalism report
6702,2024-03-11 21:00,414,fire,1393,Injury due to slippery floor
6703,2024-03-11 22:00,12798,fire,1305,Car vandalism report
6704,2024-03-11 23:00,955,theft,1478,Fire damage in kitchen
6705,2024-03-12 00:00,9546,collision,1694,Basement flooded after storm
6706,2024-03-12 01:00,3418,fire,1664,Minor collision on street
6707,2024-03-12 02:00,7317,theft,1508,Minor collision on street
6708,2024-03-12 03:00,11099,collision,1305,Basement flooded after storm
6709,2024-03-12 04:00,1861,liability,1255,Electrical fire in bedroom
6710,2024-03-12 05:00,2131,flood,1642,Minor collision on street
6711,2024-03-12 06:00,6727,fire,1929,Stolen bike reported
6712,2024-03-12 07:00,5467,fire,1425,Fire damage in kitchen
6713,2024-03-12 08:00,3914,theft,1430,Car vandalism report
6714,2024-03-12 09:00,3749,liability,1184,Car vandalism report
6715,2024-03-12 10:00,2503,theft,1901,Electrical fire in bedroom
6716,2024-03-12 11:00,14853,fire,1989,Stolen bike reported
6717,2024-03-12 12:00,7380,collision,1252,Injury due to slippery floor
